mean_err_r_cm,median_err_r_cm,p68_err_r_cm,p90_err_r_cm,p95_err_r_cm,rmse_err_r_cm,mean_err_x_cm,sigma_err_x_cm,mean_err_z_cm,sigma_err_z_cm,feature_group,n_features,k,metric,normalization,weighting,training_events,training_positions,test_events
4.143021844632394,3.5550669063885483,4.810026075625118,7.609846544570044,9.481943719658492,4.984395535482673,0.33312868582233857,3.5836130039347824,0.5901354127928056,3.4010427135101318,fiber,16,5,euclidean,l1,inverse2,2560,256,1000
4.118985278599077,3.5640979022794887,4.815321032682429,7.496648928670837,9.437670949719832,4.970360028118918,0.339997667,3.5588300072891,0.600304725,3.404041183552028,fiber,16,5,euclidean,l1,uniform,2560,256,1000
4.0518488709985,3.533451231257132,4.848993571310781,7.458719298440194,8.978424956027533,4.8735393604337,0.31140391699999986,3.408538058408012,0.639210975,3.4133502931748443,fiber,16,32,euclidean,l1,uniform,2560,256,1000
4.384782285648996,3.786862137307958,4.985558087587112,8.212422909139269,9.993651328066747,5.304340649198583,0.5636267289795749,3.655238912847307,0.9157657814134209,3.6940442459613885,fiber,16,16,euclidean,sqrt_l1,inverse2,2560,256,1000
4.371469136072111,3.7655708006554356,5.022945633241761,8.145301768480909,9.985940689750263,5.268512993999947,0.5787329137430833,3.6279072594495703,0.9113119370412526,3.6683395806683734,fiber,16,24,euclidean,sqrt_l1,inverse2,2560,256,1000
4.373673767977903,3.8088082057060757,5.058799780868585,7.955447628003476,10.302946003324356,5.275891646214364,0.3387476669999985,3.8119042032748025,0.5686380583333318,3.5907860061781003,fiber,16,3,euclidean,l1,uniform,2560,256,1000
4.415292940489112,3.783721026956725,5.05936959459306,8.441212606494434,10.164615342754786,5.356659416559645,0.5601314412440286,3.68504937024298,0.8707507015585475,3.750987433161965,fiber,16,12,euclidean,sqrt_l1,inverse2,2560,256,1000
4.379146647216215,3.829304627296342,5.062813549701203,7.994294208311915,10.322948612495562,5.27932222483186,0.33759970770264713,3.8209432703592117,0.5596186339213741,3.5877514780668704,fiber,16,3,euclidean,l1,inverse,2560,256,1000
4.398683583732272,3.809393334481287,5.07086009079663,8.298820543375701,9.83980360337175,5.321647099780671,0.574798322204409,3.669856381351619,0.9225678718990978,3.701043498018007,fiber,16,16,euclidean,sqrt_l1,inverse,2560,256,1000
4.389149776414601,3.814145746823651,5.075629905137152,8.17265456440297,9.852034288911915,5.2874264288513135,0.5875989736891789,3.6431345613677544,0.9171275513425962,3.677614796167771,fiber,16,24,euclidean,sqrt_l1,inverse,2560,256,1000
4.414202996253617,3.830985453037339,5.086313209727395,8.338275942119022,9.774578406187626,5.340704856422902,0.5824976669999998,3.686755480545548,0.92944535,3.7087919195966856,fiber,16,16,euclidean,sqrt_l1,uniform,2560,256,1000
4.520295878657895,3.77607393849069,5.098918459928258,8.66115532231212,10.451075201040496,5.48154633523098,0.5459619728257357,3.755718999542582,0.8479385473063796,3.867028588113105,fiber,16,8,euclidean,sqrt_l1,inverse,2560,256,1000
4.439960010575614,3.834045191413191,5.102364094589625,8.340171310348262,10.228809887694982,5.392354671867621,0.582497666999998,3.7155934114400777,0.8756693083333316,3.767459837408205,fiber,16,12,euclidean,sqrt_l1,uniform,2560,256,1000
4.5077359884458215,3.7931063323852197,5.104914081302471,8.541877250725673,10.528853971111037,5.466074812027714,0.532319148868789,3.746548654062784,0.8470906398285898,3.856076601762791,fiber,16,8,euclidean,sqrt_l1,inverse2,2560,256,1000
4.425919316766633,3.7801756428502875,5.113565665045988,8.293623316237053,10.101182031523525,5.372430423291467,0.5729443159980191,3.69809135495793,0.8731184194383909,3.7582347222856543,fiber,16,12,euclidean,sqrt_l1,inverse,2560,256,1000
4.539781284111829,3.780002808100625,5.117211502122601,8.701521839746112,10.37485814632865,5.505450362316855,0.5567164169999999,3.7733902867895357,0.848585975,3.8821112002621456,fiber,16,8,euclidean,sqrt_l1,uniform,2560,256,1000
4.407156956914074,3.8176623562117586,5.12351913522533,8.195685592666118,9.747178398010783,5.305809845469752,0.5930445419999981,3.658417907070045,0.9222838916666646,3.686768695332655,fiber,16,24,euclidean,sqrt_l1,uniform,2560,256,1000
4.381640929554177,3.7418079945614457,5.128625145228457,8.10206236412934,9.692447212654557,5.270715297788391,0.5943691997346761,3.6691026811538876,0.9045480588304264,3.6295011947332676,fiber,16,32,euclidean,sqrt_l1,inverse2,2560,256,1000
4.395596482274122,3.8265701538764985,5.141257163998807,8.025641826217084,10.212579511323227,5.294652354351052,0.3362266556512299,3.8389607576161593,0.5505383656773783,3.5926630577344847,fiber,16,3,euclidean,l1,inverse2,2560,256,1000
4.4207624670384975,3.801164828463305,5.164444137305532,8.208171889589119,9.792769560123997,5.3110620146748335,0.6071070419999999,3.710098816252779,0.9116719125,3.6427814305350856,fiber,16,32,euclidean,sqrt_l1,uniform,2560,256,1000
4.401788866540181,3.7739997176677766,5.168276373399289,8.180563980855151,9.723534202320996,5.291775528632819,0.6023410156731759,3.6902929406247122,0.9085634340422064,3.636367070639577,fiber,16,32,euclidean,sqrt_l1,inverse,2560,256,1000
4.663467931876508,3.9562806039266727,5.251909611129113,8.834776391809932,11.054849463033882,5.621489697317323,0.47951765595155305,3.844273822867373,0.844953111230499,3.988672736730859,fiber,16,5,euclidean,sqrt_l1,inverse2,2560,256,1000
4.6691703601215755,3.998491224350003,5.282206878158536,8.888872113501032,10.910586704283759,5.624962112777216,0.4904971147892609,3.839851416217655,0.8453953480577966,3.9963952245875,fiber,16,5,euclidean,sqrt_l1,inverse,2560,256,1000
4.683419548383424,4.0124356095343945,5.282878003678987,8.941958274818964,10.827114838011658,5.641477447364502,0.49937266699999994,3.8473925790640005,0.844679725,4.011468002927199,fiber,16,5,euclidean,sqrt_l1,uniform,2560,256,1000
4.981449012240131,4.305660308985768,5.542649054437253,9.750556747170291,11.775410586678566,5.973396428716045,0.45181702485771924,4.101525547164613,0.8566758225264393,4.237416571770796,fiber,16,3,euclidean,sqrt_l1,inverse,2560,256,1000
4.9779459872898,4.289412920722432,5.604391087206644,9.85576174574793,11.875656435209843,5.976099489339111,0.44012768970607874,4.109752060008609,0.8511405753261804,4.235608680273562,fiber,16,3,euclidean,sqrt_l1,inverse2,2560,256,1000
4.9975363719009405,4.293786762546344,5.612604005928523,9.819999799244775,11.874041302982226,5.986301720336193,0.46374766699999836,4.105582591919123,0.8613463916666652,4.249462801963318,fiber,16,3,euclidean,sqrt_l1,uniform,2560,256,1000
5.336397817302438,4.663843614044857,6.283105163612695,10.190901798609955,11.720725216446773,6.407548705169731,0.30124766699999994,4.689319521292597,0.43842972499999994,4.338756340227299,fiber,16,1,euclidean,l1,uniform,2560,256,1000
5.336397817302438,4.663843614044857,6.283105163612695,10.190901798609955,11.720725216446773,6.407548705169731,0.30124766699999994,4.689319521292597,0.43842972499999994,4.338756340227299,fiber,16,1,euclidean,l1,inverse,2560,256,1000
5.336397817302438,4.663843614044857,6.283105163612695,10.190901798609955,11.720725216446773,6.407548705169731,0.30124766699999994,4.689319521292597,0.43842972499999994,4.338756340227299,fiber,16,1,euclidean,l1,inverse2,2560,256,1000
6.151064999163118,5.074647615802604,7.150920869543989,11.827219209079775,14.716134836744365,7.4724536337887235,0.354372667,5.266800809977655,0.741554725,5.2419563558907605,fiber,16,1,euclidean,sqrt_l1,uniform,2560,256,1000
6.151064999163118,5.074647615802604,7.150920869543989,11.827219209079775,14.716134836744365,7.4724536337887235,0.354372667,5.266800809977655,0.741554725,5.2419563558907605,fiber,16,1,euclidean,sqrt_l1,inverse,2560,256,1000
6.151064999163118,5.074647615802604,7.150920869543989,11.827219209079775,14.716134836744365,7.4724536337887235,0.354372667,5.266800809977655,0.741554725,5.2419563558907605,fiber,16,1,euclidean,sqrt_l1,inverse2,2560,256,1000
