reference,k,metric,normalization,weighting,n_events,mean_err_x_cm,sigma_err_x_cm,mean_err_z_cm,sigma_err_z_cm,median_err_r_cm,p68_err_r_cm,p95_err_r_cm
templates,8,euclidean,log1p,inverse,1000,-1.149285155106434,4.5022034251073935,-1.0004742884385216,4.74462589674714,4.337989683704993,6.10056526539424,13.233856649914427
templates,5,euclidean,log1p,inverse2,1000,-1.06602538762065,4.577145274066086,-0.9691197630695978,4.712655785784918,4.319806796598598,6.103327071226093,13.449391180701959
templates,8,euclidean,log1p,uniform,1000,-1.154494916,4.510183207579275,-1.00384086075,4.753006747070677,4.362178752781606,6.111584084928286,13.278252994711352
templates,16,euclidean,sqrt,inverse,1000,-1.3576748865953725,4.511463593353397,-1.166335759010909,4.628642024452204,4.303961422037182,6.11305522166543,13.498240921811286
templates,5,euclidean,log1p,inverse,1000,-1.0692310200015844,4.584435060987493,-0.9721117699122486,4.716603434847065,4.322496199711175,6.1149782118581175,13.539302441602088
templates,24,euclidean,none,inverse,1000,-1.2353838480808508,4.291698042341608,-1.1492085679894861,4.486435808110706,4.7275599921680564,6.116233126120574,12.333973395171103
events,12,euclidean,l1,uniform,1000,2.3790923665,6.235639896698659,2.5610592696666674,6.637988037019073,4.0485346329624115,6.117589807663445,19.373704166072297
events,12,euclidean,l1,inverse,1000,2.376362296477506,6.225499163242364,2.557458360559798,6.621724163307408,4.030772225526404,6.12518085706363,18.96726909287187
templates,5,euclidean,log1p,uniform,1000,-1.072525279,4.592142208843099,-0.9750529529999997,4.7210838161182,4.306947677157906,6.130427986775031,13.55154362935125
templates,3,euclidean,log1p,inverse,1000,-1.0604896255048633,4.667455086488429,-0.9263024586074317,4.8188110723792414,4.32009255169457,6.143125834391428,13.767615531650764
templates,3,euclidean,log1p,inverse2,1000,-1.0591504075626352,4.661502612550943,-0.9230297157698802,4.817396945795272,4.3098148897296635,6.146828148476935,13.80420739387285
templates,3,euclidean,log1p,uniform,1000,-1.0618181576666665,4.674032576375148,-0.9295981869999999,4.820843153102535,4.31072668042564,6.149393179716385,13.728434724291274
templates,16,euclidean,l1,inverse2,1000,0.4614810858978319,5.6483698217355185,0.5276680553115969,5.9999193221299985,4.168781600909583,6.158034568976835,15.4380875079129
templates,8,euclidean,l1,uniform,1000,0.4939907240000001,5.63009384713506,0.5560081105000002,6.113792830992881,4.350978134937595,6.167465556500215,15.218307550512659
templates,5,euclidean,l1,uniform,1000,0.5232330510000003,5.529765726496721,0.6782806630000004,6.066668999008357,4.1208957624672085,6.186155281504622,15.194778837679495
events,5,euclidean,log1p,inverse,1000,-0.15851785529058277,4.821482022363202,0.12851929533030532,4.90423899427128,4.244734570943809,6.189620559029668,13.413859019845528
events,16,euclidean,l1,inverse2,1000,2.410482410847628,6.243846151886972,2.6097330315223575,6.632789861837488,4.064588091618591,6.226435262348043,19.196115934203373
templates,16,euclidean,sqrt,uniform,1000,-1.39407817225,4.540315999335134,-1.1987271695,4.653896276124846,4.326071200899251,6.2268448934606955,13.497266974902868
events,5,euclidean,log1p,uniform,1000,-0.1597976249999998,4.828532834730309,0.12737151700000016,4.906174360968604,4.25883133647209,6.241251390207324,13.383353786650677
templates,12,euclidean,log1p,inverse2,1000,-1.1953762534278913,4.5617521722035175,-1.0807088237995495,4.71385996250375,4.507238340355849,6.266060956558812,13.314082557018395
events,8,euclidean,l1,inverse,1000,2.3236194339499296,6.307897772252919,2.488266358620489,6.6359372929953055,4.030957571825432,6.270835586545052,19.513458922217133
events,3,euclidean,log1p,inverse2,1000,-0.21897024156760622,5.132557086863291,0.12529427901616097,5.244325177822191,4.454401650460113,6.3007064941777395,14.207988219754697
events,16,euclidean,l1,inverse,1000,2.412334457989059,6.258296192148054,2.613247000501347,6.650985327852577,4.097414902441885,6.30144633454528,19.185818158984674
events,8,euclidean,l1,inverse2,1000,2.322862042594644,6.294357087553618,2.4846396923355845,6.621495282918076,4.013875429550509,6.302603971490583,19.48599726340372
templates,12,euclidean,log1p,inverse,1000,-1.2019896862900428,4.573820030921378,-1.0875316825421455,4.723064266999437,4.5359982529085405,6.3045551310931485,13.330038230335994
templates,32,euclidean,none,inverse2,1000,-1.291579252178065,4.296631039307854,-1.2032251963077505,4.485179936197627,4.639611641272634,6.309326304507823,12.620408093192502
templates,1,euclidean,l1,uniform,1000,0.446263059,6.262009737643552,0.9188866330000001,6.656233918802897,4.327856586564009,6.3122656393086665,18.509591709930334
templates,1,euclidean,l1,inverse,1000,0.446263059,6.262009737643552,0.9188866330000001,6.656233918802897,4.327856586564009,6.3122656393086665,18.509591709930334
templates,1,euclidean,l1,inverse2,1000,0.446263059,6.262009737643552,0.9188866330000001,6.656233918802897,4.327856586564009,6.3122656393086665,18.509591709930334
events,3,euclidean,log1p,uniform,1000,-0.22343382100000006,5.135292431087031,0.12494715299999999,5.246850869064442,4.42505012827854,6.324284030566244,14.161375080036402
events,3,euclidean,log1p,inverse,1000,-0.2211573614638454,5.132604819202329,0.12519115866485225,5.244377210316411,4.450921566329418,6.326333263938291,14.162029370906382
events,16,euclidean,l1,uniform,1000,2.41444600025,6.272857378009022,2.6166148355,6.669383557069727,4.130109224656493,6.33590757536722,19.172125792339905
events,8,euclidean,l1,uniform,1000,2.324294274,6.3222275946735715,2.4919935655,6.651271875521866,4.0659351561400445,6.3422396869425,19.65670248444849
templates,12,euclidean,log1p,uniform,1000,-1.2082828601666669,4.586095758639141,-1.094244942,4.73267322522953,4.543824447937116,6.357581240445794,13.280925264005738
templates,12,euclidean,l1,inverse,1000,0.44400831736076873,5.671006396752841,0.4945835130561726,6.003446505603061,4.194770894991745,6.388717974539843,15.368653964027525
events,5,euclidean,l1,inverse,1000,2.2567673267128985,6.380907584355955,2.383100238829089,6.596666017202237,4.22050752867619,6.390138996963456,20.174525386004053
events,5,euclidean,l1,inverse2,1000,2.257753824792679,6.365534296034203,2.3819931597355675,6.5854250009460555,4.146624742941555,6.401004146920104,20.031110520876886
events,5,euclidean,l1,uniform,1000,2.2553548150000005,6.398095062951234,2.3843421410000003,6.609731114458697,4.211134984435882,6.407346844439967,20.15229400130337
events,24,euclidean,l1,inverse2,1000,2.453360293375533,6.309792680930096,2.648914869768121,6.667505611407647,4.211911754971018,6.409076800991904,19.463747750313296
templates,24,euclidean,sqrt,inverse2,1000,-1.5097169505676467,4.565808407714475,-1.3435160050335349,4.704451957605366,4.528941883024922,6.4271793632071255,14.011928097473625
events,24,euclidean,l1,inverse,1000,2.451717007718571,6.330503460019241,2.645140720981436,6.690813027597812,4.2177280137063295,6.433372531860089,19.488117175648455
templates,16,euclidean,l1,inverse,1000,0.31364017540974326,5.784352393980448,0.3795211671726818,6.128749710683282,4.445147640587621,6.43514430918119,15.491225576736511
templates,24,euclidean,none,uniform,1000,-1.3707825276666668,4.420229981197965,-1.296517389083333,4.606959720949389,4.973014424820501,6.437714557836346,12.359880345055466
events,24,euclidean,l1,uniform,1000,2.4503045885833337,6.35107856954308,2.6412360938333332,6.713945739991174,4.211569463716392,6.477564181736944,19.58494943507483
templates,24,euclidean,sqrt,inverse,1000,-1.5729055252720636,4.615079511851775,-1.403766130478071,4.7483721105786705,4.658479345319526,6.488997915274287,14.073948639094104
