reference,k,metric,normalization,weighting,n_events,mean_err_x_cm,sigma_err_x_cm,mean_err_z_cm,sigma_err_z_cm,median_err_r_cm,p68_err_r_cm,p95_err_r_cm
events,16,euclidean,none,uniform,1000,-0.003926375374999814,2.2672991273385383,0.0361217023750001,2.4058834074657036,2.4401695390974583,3.2733809417394486,6.290875764302091
events,32,euclidean,none,inverse2,1000,-0.027552695759004073,2.289514567746,0.024807891324053657,2.4204063316335787,2.4169401433861455,3.2739696899078887,6.460821435229797
events,16,euclidean,sqrt,inverse2,1000,-0.04332266486283463,2.2639285496524595,0.06928476312601253,2.3977705850305564,2.3564207781451567,3.27626996149356,6.23151057307653
events,5,euclidean,none,inverse2,1000,0.01956079636388749,2.2563292972827664,0.0337930954178276,2.396025680830883,2.4279029980542948,3.2773405345337876,6.109712469747806
templates,3,euclidean,l1,uniform,1000,0.05131326233333332,2.3259923319116744,0.0845434463333333,2.465961248653141,2.5480264336451635,3.288721284596906,6.30777145689938
events,24,euclidean,none,uniform,1000,-0.03416624808333346,2.3182515904774403,0.025831298416666655,2.450006522990862,2.46850972894734,3.295868568963177,6.264008902598264
events,32,euclidean,l1,uniform,1000,0.012171977749999967,2.3014847524744315,0.09322393550000013,2.4133127912232686,2.4083156768696634,3.296364436590002,6.302110443672923
events,16,euclidean,sqrt,inverse,1000,-0.04216653377640475,2.26915100350568,0.07196741896537003,2.404200085051886,2.3690027584534716,3.299315531429541,6.245928822317562
events,8,euclidean,none,inverse2,1000,0.020031845983778565,2.2009965260123354,0.06739396555375256,2.3775459479018974,2.4212219774033126,3.3027079793581797,5.918469744306933
templates,8,euclidean,l1,inverse2,1000,0.007817410257969464,2.3318400051402373,0.07239301861889734,2.423857031143299,2.4439922857305403,3.3136053972261106,6.421735781188765
events,8,euclidean,none,inverse,1000,0.017975874743470777,2.2101847013117526,0.07090842012366372,2.391816257885237,2.4327326446125017,3.3138298973170963,5.998287737588581
events,24,euclidean,sqrt,inverse2,1000,-0.04855528727936205,2.2649272771910565,0.036847730034436726,2.401009643608288,2.367452456660196,3.3170522834150717,6.230542261432766
events,32,euclidean,sqrt,inverse2,1000,-0.06802847299555206,2.2741391484103555,0.02666806055975723,2.4185918869716843,2.3762504277615726,3.321054667190163,6.308162502051124
events,8,euclidean,none,uniform,1000,0.01671753524999994,2.2231052138575524,0.07418980800000004,2.409506098471251,2.4414578657134323,3.322084763043002,6.11445483688492
events,5,euclidean,none,uniform,1000,0.008081165000000078,2.267614110842273,0.03585649899999999,2.4122431564901854,2.4648432797346267,3.3223353268610345,6.168601774565535
events,5,euclidean,none,inverse,1000,0.013674843771582243,2.259548656819761,0.03493332881683267,2.4018629010141876,2.417703508848274,3.3238875553972753,6.107335314727482
events,32,euclidean,none,inverse,1000,-0.03567173836132572,2.327391992949214,0.023078880172351834,2.453675783804641,2.461674498096317,3.324789198044584,6.561497174690784
events,5,euclidean,l1,uniform,1000,0.07292955100000006,2.3844906694384207,0.10797761100000003,2.4579858671647075,2.4126104895782485,3.327075040153649,6.5485947191776805
events,5,euclidean,l1,inverse2,1000,0.06874583894717859,2.3874117202012726,0.1008265935821467,2.447807884283997,2.4425393016458568,3.327884060007611,6.5517863646403445
events,5,euclidean,l1,inverse,1000,0.07101156659216111,2.383927993137561,0.10467676840498386,2.4511806875998423,2.4102625840389624,3.3286017676765525,6.58107511401509
events,64,euclidean,l1,inverse2,1000,-0.008145462726018281,2.3527217200797406,0.08442544617851948,2.471897270614274,2.447614452355735,3.330814793072163,6.649886860542186
events,24,euclidean,sqrt,inverse,1000,-0.04797298545668709,2.272141530546926,0.03638273771021658,2.4083743649481937,2.3544165622686037,3.3310937326660968,6.270914914378294
templates,3,cosine,l1,inverse2,1000,0.07026933887089053,2.503436033015736,0.0885321308797265,2.5329391669129078,2.439711248784187,3.331177031243206,6.7294075366645085
templates,3,cosine,none,inverse2,1000,0.07026933887089294,2.503436033015736,0.08853213087972818,2.5329391669129064,2.4397112487841985,3.3311770312432385,6.729407536664537
events,32,euclidean,sqrt,uniform,1000,-0.07040363381250006,2.291201702363316,0.025610291125000052,2.437907254466072,2.403608818987429,3.332743558635546,6.366293782765991
templates,5,cosine,l1,inverse2,1000,0.04340622798877291,2.454161199551868,0.07926402174569194,2.54163209104604,2.4152052670470696,3.334344963617827,6.600626985723934
